id,label
250,happy
251,neural
252,angry
253,happy
254,surprise
255,sad
256,happy
257,happy
258,neural
259,happy
260,angry
261,surprise
262,angry
263,sad
264,neural
265,angry
266,happy
267,angry
268,angry
269,happy
270,neural
271,neural
272,happy
273,happy
274,neural
275,angry
276,surprise
277,happy
278,happy
279,happy
280,happy
281,happy
282,neural
283,sad
284,happy
285,angry
286,angry
287,happy
288,angry
289,neural
290,neural
291,happy
292,angry
293,neural
294,neural
295,happy
296,angry
297,angry
298,happy
299,angry
300,angry
301,angry
302,neural
303,neural
304,neural
305,happy
306,angry
307,angry
308,happy
309,neural
310,neural
311,happy
312,happy
313,neural
314,happy
315,fear
316,neural
317,angry
318,neural
319,angry
320,angry
321,fear
322,angry
323,happy
324,neural
325,angry
326,neural
327,angry
328,happy
329,neural
330,angry
331,happy
332,neural
333,neural
334,neural
335,happy
336,happy
337,neural
338,neural
339,happy
340,angry
341,fear
342,angry
343,angry
344,happy
345,neural
346,angry
347,happy
348,angry
349,neural
350,happy
351,neural
352,happy
353,happy
354,angry
355,happy
356,happy
357,neural
358,neural
359,neural
360,happy
361,happy
362,happy
363,neural
364,happy
365,happy
366,angry
367,sad
368,happy
369,angry
370,neural
371,surprise
372,neural
373,neural
374,angry
375,neural
376,sad
377,happy
378,happy
379,angry
380,happy
381,happy
382,fear
383,angry
384,neural
385,neural
386,neural
387,angry
388,neural
389,angry
390,happy
391,angry
392,neural
393,sad
394,happy
395,angry
396,happy
397,neural
398,neural
399,angry
400,neural
401,happy
402,happy
403,neural
404,neural
405,happy
406,happy
407,happy
408,neural
409,angry
410,angry
411,angry
412,happy
413,happy
414,neural
415,angry
416,neural
417,happy
418,angry
419,happy
420,angry
421,happy
422,happy
423,sad
424,angry
425,happy
426,happy
427,happy
428,happy
429,happy
430,happy
431,happy
432,happy
433,happy
434,neural
435,happy
436,happy
437,happy
438,happy
439,surprise
440,neural
441,happy
442,neural
443,happy
444,sad
445,happy
446,neural
447,happy
448,happy
449,happy
450,happy
451,neural
452,neural
453,neural
454,angry
455,surprise
456,neural
457,surprise
458,sad
459,angry
460,sad
461,happy
462,happy
463,angry
464,neural
465,neural
466,neural
467,happy
468,neural
469,fear
470,angry
471,neural
472,neural
473,neural
474,neural
475,happy
476,neural
477,neural
478,neural
479,happy
480,neural
481,sad
482,neural
483,happy
484,neural
485,neural
486,angry
487,neural
488,happy
489,neural
490,angry
491,sad
492,angry
493,happy
494,neural
495,happy
496,angry
497,angry
498,angry
499,neural
500,happy
501,sad
502,happy
503,happy
504,happy
505,happy
506,sad
507,happy
508,neural
509,surprise
510,sad
511,neural
512,angry
513,sad
514,neural
515,happy
516,happy
517,happy
518,happy
519,sad
520,neural
521,happy
522,happy
523,angry
524,angry
525,surprise
526,neural
527,angry
528,neural
529,neural
530,neural
531,happy
532,neural
533,happy
534,angry
535,sad
536,happy
537,angry
538,happy
539,neural
540,angry
541,happy
542,angry
543,neural
544,neural
545,happy
546,happy
547,neural
548,angry
549,happy
550,sad
551,sad
552,happy
553,happy
554,happy
555,happy
556,angry
557,surprise
558,neural
559,angry
560,neural
561,happy
562,neural
563,neural
564,happy
565,happy
566,neural
567,neural
568,happy
569,sad
570,neural
571,happy
572,angry
573,happy
574,angry
575,fear
576,happy
577,happy
578,neural
579,happy
580,neural
581,neural
582,fear
583,neural
584,angry
585,happy
586,neural
587,angry
588,happy
589,happy
590,neural
591,sad
592,neural
593,happy
594,neural
595,neural
596,angry
597,happy
598,fear
599,neural
600,angry
601,neural
602,happy
603,surprise
604,angry
605,neural
606,neural
607,happy
608,neural
609,happy
610,surprise
611,angry
612,angry
613,neural
614,neural
615,fear
616,neural
617,angry
618,neural
619,happy
620,happy
621,happy
622,happy
623,neural
624,happy
625,angry
626,angry
627,neural
628,happy
629,sad
630,neural
631,neural
632,surprise
633,neural
634,angry
635,neural
636,happy
637,happy
638,happy
639,angry
640,angry
641,neural
642,sad
643,happy
644,happy
645,happy
646,happy
647,happy
648,fear
649,angry
650,angry
651,neural
652,angry
653,neural
654,happy
655,happy
656,angry
657,neural
658,sad
659,happy
660,happy
661,fear
662,sad
663,angry
664,angry
665,surprise
666,happy
667,neural
668,happy
669,happy
670,happy
671,happy
672,neural
673,happy
674,happy
675,sad
676,neural
677,sad
678,happy
679,angry
680,happy
681,happy
682,fear
683,happy
684,neural
685,happy
686,angry
687,fear
688,happy
689,angry
690,happy
691,sad
692,happy
693,angry
694,neural
695,neural
696,neural
697,neural
698,neural
699,fear
700,neural
701,angry
702,angry
703,sad
704,angry
705,happy
706,angry
707,happy
708,neural
709,neural
710,happy
711,happy
712,happy
713,happy
714,angry
715,fear
716,happy
717,happy
718,happy
719,neural
720,happy
721,happy
722,angry
723,sad
724,neural
725,happy
726,happy
727,neural
728,angry
729,neural
730,happy
731,happy
732,neural
733,angry
734,neural
735,happy
736,neural
737,neural
738,happy
739,neural
740,happy
741,happy
742,angry
743,angry
744,happy
745,neural
746,angry
747,happy
748,fear
749,happy
750,fear
751,happy
752,happy
753,neural
754,sad
755,happy
756,neural
757,happy
758,neural
759,neural
760,surprise
761,happy
762,fear
763,happy
764,neural
765,fear
766,happy
767,fear
768,angry
769,neural
770,happy
771,happy
772,angry
773,angry
774,happy
775,happy
776,happy
777,angry
778,angry
779,neural
780,neural
781,angry
782,neural
783,neural
784,surprise
785,happy
786,neural
787,happy
788,happy
789,happy
790,happy
791,neural
792,angry
793,neural
794,happy
795,happy
796,angry
797,neural
798,neural
799,fear
800,fear
801,angry
802,happy
803,happy
804,angry
805,happy
806,happy
807,angry
808,angry
809,happy
810,neural
811,neural
812,angry
813,angry
814,neural
815,sad
816,happy
817,neural
818,neural
819,neural
820,neural
821,happy
822,angry
823,happy
824,neural
825,happy
826,sad
827,sad
828,happy
829,neural
830,sad
831,neural
832,neural
833,happy
834,neural
835,sad
836,neural
837,happy
838,happy
839,surprise
840,angry
841,happy
842,neural
843,sad
844,happy
845,neural
846,angry
847,neural
848,angry
849,happy
850,angry
851,angry
852,neural
853,happy
854,happy
855,angry
856,neural
857,neural
858,happy
859,angry
860,happy
861,happy
862,angry
863,angry
864,happy
865,angry
866,neural
867,happy
868,neural
869,neural
870,neural
871,neural
872,sad
873,happy
874,neural
875,neural
876,happy
877,neural
878,happy
879,fear
880,happy
881,happy
882,sad
883,happy
884,angry
885,neural
886,neural
887,neural
888,neural
889,happy
890,neural
891,angry
892,happy
893,neural
894,sad
895,happy
896,happy
897,neural
898,sad
899,surprise
900,fear
901,happy
902,neural
903,happy
904,neural
905,happy
906,neural
907,happy
908,angry
909,happy
910,happy
911,angry
912,neural
913,sad
914,neural
915,sad
916,happy
917,happy
918,neural
919,neural
920,neural
921,happy
922,surprise
923,sad
924,fear
925,happy
926,happy
927,angry
928,neural
929,happy
930,surprise
931,fear
932,happy
933,happy
934,happy
935,neural
936,happy
937,angry
938,surprise
939,neural
940,happy
941,happy
942,happy
943,fear
944,happy
945,happy
946,neural
947,sad
948,neural
949,happy
950,angry
951,neural
952,happy
953,sad
954,happy
955,happy
956,neural
957,angry
958,neural
959,happy
960,angry
961,angry
962,angry
963,happy
964,neural
965,happy
966,angry
967,angry
968,neural
969,neural
970,sad
971,happy
972,happy
973,neural
974,angry
975,neural
976,angry
977,neural
978,neural
979,happy
980,happy
981,angry
982,happy
983,happy
984,happy
985,neural
986,happy
987,angry
988,happy
989,neural
990,happy
991,neural
992,angry
993,sad
994,happy
995,surprise
996,angry
997,happy
998,happy
999,happy
1000,neural
1001,neural
1002,angry
1003,happy
1004,neural
1005,neural
1006,angry
1007,happy
1008,neural
1009,happy
1010,happy
1011,neural
1012,happy
1013,angry
1014,neural
1015,happy
1016,happy
1017,happy
1018,happy
1019,neural
1020,angry
1021,happy
1022,happy
1023,neural
1024,angry
1025,angry
1026,neural
1027,happy
1028,happy
1029,neural
1030,happy
1031,sad
1032,angry
1033,angry
1034,happy
1035,neural
1036,happy
1037,sad
1038,neural
1039,neural
1040,angry
1041,happy
1042,happy
1043,sad
1044,fear
1045,angry
1046,angry
1047,fear
1048,sad
1049,happy
1050,happy
1051,angry
1052,angry
1053,angry
1054,neural
1055,fear
1056,neural
1057,angry
1058,happy
1059,neural
1060,neural
1061,neural
1062,angry
1063,happy
1064,happy
1065,angry
1066,happy
1067,neural
1068,happy
1069,happy
1070,neural
1071,angry
1072,sad
1073,angry
1074,happy
1075,neural
1076,neural
1077,happy
1078,neural
1079,happy
1080,happy
1081,neural
1082,angry
1083,neural
1084,neural
1085,surprise
1086,sad
1087,happy
1088,happy
1089,neural
1090,neural
1091,happy
1092,happy
1093,angry
1094,happy
1095,happy
1096,happy
1097,happy
1098,angry
1099,neural
1100,surprise
1101,happy
1102,happy
1103,happy
1104,happy
1105,happy
1106,angry
1107,sad
1108,neural
1109,neural
1110,angry
1111,neural
1112,neural
1113,angry
1114,happy
1115,angry
1116,neural
1117,neural
1118,neural
1119,happy
1120,fear
1121,happy
1122,neural
1123,angry
1124,surprise
1125,happy
1126,angry
1127,neural
1128,sad
1129,surprise
1130,neural
1131,neural
1132,angry
1133,neural
1134,happy
1135,angry
1136,fear
1137,sad
1138,happy
1139,angry
1140,angry
1141,fear
1142,happy
1143,fear
1144,sad
1145,angry
1146,angry
1147,angry
1148,happy
1149,happy
1150,neural
1151,angry
1152,happy
1153,neural
1154,happy
1155,happy
1156,sad
1157,fear
1158,neural
1159,neural
1160,sad
1161,neural
1162,angry
1163,happy
1164,happy
1165,sad
1166,neural
1167,angry
1168,neural
1169,neural
1170,neural
1171,neural
1172,happy
1173,angry
1174,happy
1175,happy
1176,neural
1177,angry
1178,happy
1179,neural
1180,angry
1181,fear
1182,sad
1183,angry
1184,happy
1185,happy
1186,neural
1187,angry
1188,fear
1189,fear
1190,neural
1191,happy
1192,happy
1193,neural
1194,happy
1195,happy
1196,happy
1197,angry
1198,neural
1199,happy
1200,neural
1201,happy
1202,angry
1203,neural
1204,neural
1205,happy
1206,happy
1207,happy
1208,happy
1209,happy
1210,neural
1211,happy
1212,angry
1213,neural
1214,happy
1215,angry
1216,sad
1217,neural
1218,angry
1219,surprise
1220,happy
1221,happy
1222,neural
1223,neural
1224,angry
1225,neural
1226,happy
1227,happy
1228,neural
1229,angry
1230,neural
1231,neural
1232,neural
1233,angry
1234,happy
1235,sad
1236,sad
1237,neural
1238,fear
1239,happy
1240,neural
1241,neural
1242,happy
1243,happy
1244,neural
1245,neural
1246,happy
1247,happy
1248,neural
1249,happy
1250,happy
1251,neural
1252,happy
1253,sad
1254,neural
1255,angry
1256,angry
1257,sad
1258,happy
1259,neural
1260,angry
1261,neural
1262,happy
1263,sad
1264,neural
1265,surprise
1266,neural
1267,neural
1268,neural
1269,neural
1270,angry
1271,neural
1272,angry
1273,neural
1274,happy
1275,happy
1276,neural
1277,surprise
1278,sad
1279,neural
1280,neural
1281,neural
1282,angry
1283,happy
1284,sad
1285,neural
1286,happy
1287,happy
1288,neural
1289,happy
1290,sad
1291,neural
1292,happy
1293,happy
1294,fear
1295,happy
1296,happy
1297,neural
1298,happy
1299,neural
1300,fear
1301,happy
1302,happy
1303,happy
1304,sad
1305,neural
1306,happy
1307,neural
1308,happy
1309,happy
1310,neural
1311,angry
1312,surprise
1313,neural
1314,neural
1315,neural
1316,neural
1317,angry
1318,happy
1319,happy
1320,angry
1321,happy
1322,happy
1323,angry
1324,happy
1325,happy
1326,neural
1327,neural
1328,neural
1329,neural
1330,angry
1331,angry
1332,happy
1333,happy
1334,neural
1335,sad
1336,happy
1337,neural
1338,neural
1339,happy
1340,neural
1341,angry
1342,neural
1343,happy
1344,neural
1345,neural
1346,angry
1347,happy
1348,angry
1349,neural
1350,happy
1351,happy
1352,angry
1353,happy
1354,angry
1355,neural
1356,happy
1357,neural
1358,happy
1359,neural
1360,angry
1361,angry
1362,surprise
1363,angry
1364,neural
1365,angry
1366,happy
1367,happy
1368,happy
1369,happy
1370,neural
1371,neural
1372,happy
1373,neural
1374,neural
1375,angry
1376,sad
1377,happy
1378,neural
1379,happy
1380,neural
1381,happy
1382,happy
1383,happy
1384,neural
1385,angry
1386,neural
1387,happy
1388,happy
1389,happy
1390,happy
1391,neural
1392,angry
1393,happy
1394,neural
1395,angry
1396,happy
1397,happy
1398,angry
1399,angry
1400,neural
1401,neural
1402,neural
1403,happy
1404,happy
1405,neural
1406,angry
1407,neural
1408,neural
1409,neural
1410,happy
1411,fear
1412,happy
1413,neural
1414,angry
1415,happy
1416,happy
1417,happy
1418,angry
1419,neural
1420,happy
1421,angry
1422,surprise
1423,neural
1424,neural
1425,angry
1426,angry
1427,sad
1428,neural
1429,happy
1430,neural
1431,angry
1432,happy
1433,happy
1434,neural
1435,happy
1436,sad
1437,angry
1438,angry
1439,angry
1440,neural
1441,angry
1442,fear
1443,angry
1444,neural
1445,neural
1446,neural
1447,happy
1448,angry
1449,happy
1450,neural
1451,neural
1452,fear
1453,sad
1454,angry
1455,angry
1456,happy
1457,surprise
1458,happy
1459,angry
1460,neural
1461,fear
1462,angry
1463,angry
1464,angry
1465,angry
1466,neural
1467,happy
1468,neural
1469,sad
1470,angry
1471,sad
1472,neural
1473,happy
1474,neural
1475,neural
1476,neural
1477,sad
1478,happy
1479,happy
1480,neural
1481,angry
1482,sad
1483,surprise
1484,neural
1485,angry
1486,happy
1487,happy
1488,angry
1489,neural
1490,neural
1491,happy
1492,happy
1493,neural
1494,neural
1495,neural
1496,happy
1497,angry
1498,angry
1499,angry
1500,happy
1501,happy
1502,happy
1503,angry
1504,neural
1505,neural
1506,angry
1507,happy
1508,neural
1509,happy
1510,angry
1511,happy
1512,neural
1513,happy
1514,angry
1515,happy
1516,sad
1517,happy
1518,angry
1519,happy
1520,angry
1521,angry
1522,angry
1523,fear
1524,sad
1525,sad
1526,happy
1527,neural
1528,neural
1529,angry
1530,happy
1531,sad
1532,angry
1533,angry
1534,neural
1535,fear
1536,angry
1537,angry
1538,angry
1539,neural
1540,fear
1541,neural
1542,happy
1543,happy
1544,neural
1545,angry
1546,angry
1547,happy
1548,angry
1549,happy
1550,angry
1551,neural
1552,angry
1553,angry
1554,angry
1555,angry
1556,happy
1557,angry
1558,sad
1559,sad
1560,neural
1561,sad
1562,neural
1563,angry
1564,neural
1565,neural
1566,neural
1567,neural
1568,surprise
1569,angry
1570,sad
1571,neural
1572,angry
1573,happy
1574,happy
1575,angry
1576,happy
1577,neural
1578,neural
1579,fear
1580,happy
1581,angry
1582,neural
1583,neural
1584,happy
1585,happy
1586,happy
1587,angry
1588,happy
1589,happy
1590,sad
1591,angry
1592,happy
1593,angry
1594,happy
1595,happy
1596,angry
1597,neural
1598,angry
1599,neural
1600,happy
1601,angry
1602,happy
1603,angry
1604,happy
1605,neural
1606,neural
1607,neural
1608,fear
1609,angry
1610,angry
1611,neural
1612,sad
1613,happy
1614,angry
1615,neural
1616,neural
1617,sad
1618,sad
1619,angry
1620,happy
1621,neural
1622,happy
1623,happy
1624,happy
1625,angry
1626,happy
1627,neural
1628,happy
1629,happy
1630,neural
1631,angry
1632,neural
1633,surprise
1634,neural
1635,neural
1636,angry
1637,neural
1638,angry
1639,angry
1640,sad
1641,fear
1642,happy
1643,happy
1644,angry
1645,happy
1646,neural
1647,happy
1648,sad
1649,happy
1650,sad
1651,angry
1652,angry
1653,angry
1654,angry
1655,angry
1656,angry
1657,happy
1658,neural
1659,angry
1660,surprise
1661,neural
1662,happy
1663,happy
1664,angry
1665,happy
1666,happy
1667,happy
1668,happy
1669,neural
1670,neural
1671,happy
1672,happy
1673,happy
1674,neural
1675,happy
1676,angry
1677,neural
1678,neural
1679,happy
1680,neural
1681,happy
1682,happy
1683,happy
1684,surprise
1685,fear
1686,neural
1687,neural
1688,neural
1689,angry
1690,neural
1691,neural
1692,happy
1693,neural
1694,sad
1695,happy
1696,happy
1697,neural
1698,happy
1699,neural
1700,happy
1701,happy
1702,happy
1703,fear
1704,happy
1705,neural
1706,sad
1707,neural
1708,angry
1709,angry
1710,happy
1711,angry
1712,happy
1713,neural
1714,neural
1715,angry
1716,neural
1717,neural
1718,happy
1719,angry
1720,fear
1721,neural
1722,angry
1723,neural
1724,happy
1725,angry
1726,happy
1727,angry
1728,sad
1729,happy
1730,angry
1731,angry
1732,neural
1733,angry
1734,sad
1735,angry
1736,angry
1737,happy
1738,neural
1739,angry
1740,happy
1741,neural
1742,happy
1743,angry
1744,neural
1745,angry
1746,happy
1747,happy
1748,happy
1749,angry
1750,happy
1751,sad
1752,angry
1753,neural
1754,happy
1755,neural
1756,happy
1757,neural
1758,happy
1759,neural
1760,happy
1761,sad
1762,happy
1763,neural
1764,angry
1765,angry
1766,angry
1767,angry
1768,happy
1769,angry
1770,neural
1771,neural
1772,sad
1773,happy
1774,happy
1775,angry
1776,angry
1777,neural
1778,angry
1779,neural
1780,neural
1781,angry
1782,neural
1783,happy
1784,happy
1785,sad
1786,sad
1787,sad
1788,sad
1789,angry
1790,happy
1791,happy
1792,angry
1793,neural
1794,happy
1795,neural
1796,happy
1797,angry
1798,surprise
1799,neural
1800,neural
1801,neural
1802,neural
1803,happy
1804,neural
1805,angry
1806,sad
1807,neural
1808,sad
1809,angry
1810,happy
1811,angry
1812,happy
1813,neural
1814,happy
1815,neural
1816,angry
1817,happy
1818,sad
1819,happy
1820,neural
1821,neural
1822,neural
1823,neural
1824,surprise
1825,angry
1826,angry
1827,happy
1828,sad
1829,neural
1830,happy
1831,happy
1832,neural
1833,angry
1834,happy
1835,fear
1836,angry
1837,neural
1838,angry
1839,happy
1840,neural
1841,neural
1842,neural
1843,happy
1844,surprise
1845,neural
1846,neural
1847,angry
1848,happy
1849,neural
1850,angry
1851,happy
1852,happy
1853,angry
1854,neural
1855,neural
1856,sad
1857,neural
1858,neural
1859,angry
1860,angry
1861,neural
1862,angry
1863,neural
1864,happy
1865,happy
1866,happy
1867,happy
1868,neural
1869,happy
1870,happy
1871,neural
1872,neural
1873,happy
1874,neural
1875,neural
1876,sad
1877,angry
1878,angry
1879,neural
1880,sad
1881,sad
1882,happy
1883,sad
1884,angry
1885,angry
1886,sad
1887,angry
1888,sad
1889,happy
1890,neural
1891,angry
1892,neural
1893,sad
1894,happy
1895,fear
1896,neural
1897,neural
1898,happy
1899,neural
1900,happy
1901,happy
1902,angry
1903,sad
1904,happy
1905,angry
1906,happy
1907,neural
1908,neural
1909,neural
1910,happy
1911,angry
1912,happy
1913,angry
1914,surprise
1915,happy
1916,surprise
1917,happy
1918,sad
1919,angry
1920,happy
1921,happy
1922,angry
1923,happy
1924,surprise
1925,happy
1926,happy
1927,happy
1928,angry
1929,neural
1930,happy
1931,happy
1932,angry
1933,neural
1934,sad
1935,happy
1936,neural
1937,neural
1938,happy
1939,fear
1940,neural
1941,happy
1942,happy
1943,neural
1944,happy
1945,neural
1946,neural
1947,angry
1948,happy
1949,happy
1950,happy
1951,surprise
1952,happy
1953,angry
1954,happy
1955,angry
1956,angry
1957,neural
1958,happy
1959,angry
1960,neural
1961,happy
1962,neural
1963,neural
1964,happy
1965,happy
1966,happy
1967,happy
1968,sad
1969,happy
1970,happy
1971,sad
1972,sad
1973,happy
1974,neural
1975,sad
1976,happy
1977,angry
1978,neural
1979,angry
1980,happy
1981,fear
1982,happy
1983,surprise
1984,neural
1985,sad
1986,sad
1987,angry
1988,happy
1989,angry
1990,angry
1991,happy
1992,happy
1993,sad
1994,neural
1995,fear
1996,happy
1997,happy
1998,neural
1999,neural
2000,neural
2001,happy
2002,neural
2003,fear
2004,angry
2005,neural
2006,happy
2007,neural
2008,sad
2009,angry
2010,neural
2011,happy
2012,happy
2013,happy
2014,happy
2015,fear
2016,angry
2017,angry
2018,angry
2019,happy
2020,sad
2021,happy
2022,neural
2023,happy
2024,neural
2025,surprise
2026,happy
2027,neural
2028,neural
2029,happy
2030,happy
2031,happy
2032,sad
2033,happy
2034,angry
2035,sad
2036,sad
2037,happy
2038,happy
2039,happy
2040,angry
2041,angry
2042,angry
2043,sad
2044,happy
2045,angry
2046,neural
2047,happy
2048,happy
2049,happy
2050,angry
2051,neural
2052,neural
2053,angry
2054,neural
2055,happy
2056,happy
2057,happy
2058,happy
2059,angry
2060,neural
2061,happy
2062,angry
2063,happy
2064,happy
2065,angry
2066,happy
2067,neural
2068,fear
2069,happy
2070,neural
2071,neural
2072,happy
2073,sad
2074,neural
2075,happy
2076,happy
2077,sad
2078,angry
2079,neural
2080,happy
2081,happy
2082,fear
2083,neural
2084,happy
2085,angry
2086,happy
2087,neural
2088,neural
2089,neural
2090,happy
2091,happy
2092,happy
2093,happy
2094,angry
2095,angry
2096,neural
2097,happy
2098,angry
2099,neural
2100,neural
2101,sad
2102,neural
2103,surprise
2104,neural
2105,sad
2106,angry
2107,angry
2108,sad
2109,neural
2110,angry
2111,happy
2112,happy
2113,happy
2114,happy
2115,happy
2116,neural
2117,happy
2118,happy
2119,neural
2120,happy
2121,sad
2122,neural
2123,happy
2124,happy
2125,angry
2126,neural
2127,happy
2128,angry
2129,angry
2130,neural
2131,happy
2132,happy
2133,angry
2134,surprise
2135,neural
2136,fear
2137,happy
2138,happy
2139,angry
2140,sad
2141,happy
2142,neural
2143,happy
2144,happy
2145,happy
2146,neural
2147,angry
2148,happy
2149,happy
2150,neural
2151,happy
2152,happy
2153,surprise
2154,neural
2155,fear
2156,sad
2157,neural
2158,happy
2159,angry
2160,neural
2161,neural
2162,neural
2163,neural
2164,happy
2165,neural
2166,angry
2167,angry
2168,fear
2169,neural
2170,neural
2171,neural
2172,happy
2173,neural
2174,happy
2175,neural
2176,happy
2177,neural
2178,sad
2179,neural
2180,happy
2181,happy
2182,sad
2183,fear
2184,neural
2185,angry
2186,happy
2187,angry
2188,happy
2189,angry
2190,happy
2191,neural
2192,neural
2193,angry
2194,angry
2195,neural
2196,happy
2197,surprise
2198,happy
2199,sad
2200,happy
2201,neural
2202,fear
2203,neural
2204,sad
2205,happy
2206,sad
2207,happy
2208,neural
2209,angry
2210,neural
2211,neural
2212,happy
2213,angry
2214,neural
2215,happy
2216,happy
2217,happy
2218,neural
2219,happy
2220,neural
2221,neural
2222,happy
2223,happy
2224,neural
2225,neural
2226,neural
2227,angry
2228,happy
2229,happy
2230,happy
2231,angry
2232,neural
2233,happy
2234,neural
2235,sad
2236,sad
2237,happy
2238,neural
2239,happy
2240,neural
2241,happy
2242,neural
2243,happy
2244,fear
2245,neural
2246,angry
2247,angry
2248,angry
2249,neural
2250,angry
2251,happy
2252,neural
2253,happy
2254,angry
2255,angry
2256,happy
2257,happy
2258,angry
2259,happy
2260,happy
2261,angry
2262,neural
2263,surprise
2264,happy
2265,sad
2266,neural
2267,happy
2268,happy
2269,surprise
2270,neural
2271,happy
2272,neural
2273,angry
2274,happy
2275,happy
2276,angry
2277,neural
2278,angry
2279,neural
2280,sad
2281,happy
2282,sad
2283,neural
2284,neural
2285,happy
2286,happy
2287,happy
2288,happy
2289,happy
2290,angry
2291,fear
2292,fear
2293,angry
2294,happy
2295,happy
2296,angry
2297,neural
2298,sad
2299,neural
2300,neural
2301,fear
2302,neural
2303,happy
2304,happy
2305,happy
2306,happy
2307,angry
2308,angry
2309,happy
2310,surprise
2311,neural
2312,neural
2313,happy
2314,neural
2315,happy
2316,happy
2317,neural
2318,fear
2319,fear
2320,neural
2321,happy
2322,neural
2323,happy
2324,happy
2325,neural
2326,happy
2327,angry
2328,surprise
2329,fear
2330,angry
2331,angry
2332,happy
2333,angry
2334,neural
2335,neural
2336,happy
2337,sad
2338,happy
2339,happy
2340,angry
2341,happy
2342,neural
2343,angry
2344,happy
2345,surprise
2346,happy
2347,angry
2348,neural
2349,angry
2350,angry
2351,neural
2352,happy
2353,angry
2354,happy
2355,happy
2356,angry
2357,angry
2358,happy
2359,neural
2360,surprise
2361,angry
2362,neural
2363,happy
2364,sad
2365,angry
2366,angry
2367,neural
2368,happy
2369,neural
2370,happy
2371,happy
2372,happy
2373,neural
2374,angry
2375,happy
2376,angry
2377,neural
2378,happy
2379,angry
2380,happy
2381,sad
2382,angry
2383,happy
2384,angry
2385,angry
2386,angry
2387,angry
2388,happy
2389,happy
2390,neural
2391,angry
2392,sad
2393,angry
2394,angry
2395,angry
2396,angry
2397,happy
2398,happy
2399,angry
2400,neural
2401,angry
2402,neural
2403,fear
2404,neural
2405,angry
2406,happy
2407,happy
2408,neural
2409,neural
2410,neural
2411,angry
2412,neural
2413,neural
2414,neural
2415,neural
2416,neural
2417,angry
2418,sad
2419,neural
2420,neural
2421,happy
2422,neural
2423,neural
2424,neural
2425,happy
2426,surprise
2427,neural
2428,happy
2429,angry
2430,angry
2431,happy
2432,angry
2433,neural
2434,neural
2435,angry
2436,fear
2437,happy
2438,neural
2439,happy
2440,neural
2441,neural
2442,neural
2443,angry
2444,happy
2445,angry
2446,angry
2447,happy
2448,angry
2449,happy
2450,angry
2451,happy
2452,angry
2453,neural
2454,happy
2455,happy
2456,neural
2457,angry
2458,neural
2459,angry
2460,surprise
2461,angry
2462,happy
2463,happy
2464,fear
2465,happy
2466,happy
2467,neural
2468,angry
2469,happy
2470,neural
2471,happy
2472,happy
2473,happy
2474,surprise
2475,sad
2476,angry
2477,happy
2478,happy
2479,angry
2480,happy
2481,neural
2482,happy
2483,happy
2484,neural
2485,angry
2486,angry
2487,neural
